bluetooth,brand,clavier,lieu_fabrication,frequence,lecteur_empreinte,lecteur_carte_memoire,RAM,nb_coeurs,norme_wifi,poids,price,processeur,product_type,OS,taille_ecran,type_resolution,webcam,model_CG,marque_CG,tactile,longueur,hauteur,profondeur,resolution1,resolution2,SSD,HDD,eMMC
5,ACER,mécanique rétroéclairé,Chine,2.5,Non,Non,16,4.0,WIFI 6 (AX),2.3,929,INTEL CORE I5,PC Gamer ACER Nitro AN515-55-501K Reconditionné,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,25.5,36.34,2.39,1920,1080,512,0,0
5,ASUS,rétroéclairé,Chine,2.6,Non,Non,16,8.0,WIFI 6 (AX),2.9,1008,INTEL CORE I7,PC Gamer ASUS STRIX-G17-G712LW-EV002T Reconditionné,Windows,17.3,Full HD,Non,NULL,NULL,False,39.9,2.65,29.3,1920,1080,0,0,0
4,MACBOOK,nc,Chine,2.3,Non,Oui,8,4.0,NC,2.0,719,INTEL CORE I5,Ordinateur Apple MACBOOK Pro retina 15'' 2.2ghz 16go 256go FT Reconditionné,No OS,15.4,Full HD,Non,NULL,NULL,False,35.89,1.8,24.71,2880,1800,0,0,0
5,MACBOOK,rétroéclairé,Chine,2.3,Non,Oui,8,4.0,WIFI 4 (N),2.5,669,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro 15"" i7 2 Ghz 500 Go HDD Reconditionné",Mac,15.4,Full HD,Non,NULL,NULL,False,36.4,2.41,24.9,1680,1050,0,0,0
5,MACBOOK,standard,Chine,2.7,Non,Non,16,6.0,WIFI 5 (N/AC),1.8,499,INTEL CORE I7,"MACBOOK Retina 15"" 2013 i7 2.7Ghz 16GB 256GB SSD Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1280,800,128,0,0
4,HP,standard,Chine,2.0,Non,Non,8,15.0,WIFI 4 (N),2.3,336,INTEL CORE I5,HP ProBook 650 G2 - 8Go - SSD 128Go Reconditionné,Windows,15.6,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,128,0,0
5,ASUS,rétroéclairé,Chine,4.9,Non,Oui,32,8.0,WIFI 6 (AX),1.9,2199,AMD RYZEN 9,Ordinateur portable ASUS Vivobook Pro N7600RE-L2028W Noir,Windows,16.0,OLED,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.0,25.9,36.1,3840,2400,1000,0,0
4,APPLE,rétroéclairé,France,2.8,Non,Non,8,2.0,WIFI 4 (N),1.6,579,INTEL CORE I7,"APPLE Retina 13'' 2013 i7 2,8 Ghz 8 Go 512 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,31.4,1.9,21.9,2560,1600,512,0,0
5,LENOVO,standard,Chine,1.2,Non,Non,4,2.0,WIFI 5 (N/AC),1.9,317,AMD,Ordinateur portable LENOVO IP 3 15ADA05 826,Windows,15.6,HD,Oui,AMD_RADEON,AMD,False,25.34,36.2,19.9,1366,768,128,0,0
5.2,HP,rétroéclairé,Chine,3.8,Non,Oui,32,14.0,WIFI 6E,2.3,3199,INTEL CORE I9,Ordinateur portable HP 16-h0000nf,Windows,16.0,WQXGA,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.74,1.99,25.18,2560,1600,2000,0,0
5.2,ASUS,rétroéclairé,Chine,4.9,Non,Non,32,8.0,WIFI 6 (AX),3.0,2699,AMD RYZEN 9,PC Gamer ASUS STRIX-G17-G713RW-KH096W,Windows,17.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,28.2,2.3,39.5,1920,1080,1000,0,0
4,APPLE,rétroéclairé,France,2.8,Non,Non,16,4.0,WIFI 4 (N),2.0,649,INTEL CORE I7,"APPLE Retina 15'' 2014 i7 2,8 Ghz 16 Go 512 Go Reconditionné",Mac,15.4,Retina,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,512,0,0
4.2,MACBOOK,rétroéclairé,Chine,2.3,Oui,Non,8,4.0,WIFI 4 (N),1.8,599,INTEL CORE I5,Ordinateur Apple MACBOOK AIR i5 128Go Gris sideral Reconditionné,Mac,13.3,Full HD,Non,NULL,NULL,False,30.41,2.39,22.4,2560,1600,0,0,0
5,MACBOOK,rétroéclairé,Chine,2.3,Non,Non,8,4.0,WIFI 4 (N),1.1,419,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Air 11"" i7 2 Ghz 128 Go SSD Reconditionné",Mac,11.6,Full HD,Non,NULL,NULL,False,30.0,1.7,19.2,1366,768,0,0,0
5.2,MSI,rétroéclairé,Chine,1.7,Oui,Oui,16,12.0,WIFI 6E,1.7,1589,INTEL CORE I5,PC Gamer MSI Prestige 15 A12SC-029FR,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.68,1.89,23.37,1920,1080,512,0,0
5,DELL,rétroéclairé,Chine,3.5,Oui,Oui,32,14.0,WIFI 6 (AX),2.1,3099,INTEL CORE I7,Ordinateur portable DELL XPS 15 OLED,Windows,13.3,OLED,Non,NVIDIA_GEFORCE,NVIDIA,True,34.44,1.85,23.01,3456,2234,0,1000,0
4.2,HP,standard,Chine,2.0,Non,Non,8,15.0,WIFI 5 (N/AC),1.7,261,INTEL CORE I5,HP EliteBook 840 G3 - 8Go - HDD 500Go Reconditionné,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1920,1080,0,500,0
5.2,RAZER,rétroéclairé,Chine,2.5,Non,Oui,16,14.0,WIFI 6 (AX),2.0,3849,INTEL CORE I7,PC Gamer RAZER BLADE 15 AM -QHD 240Hz-RTX3080,Windows,15.6,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.0,1.69,23.5,2560,1440,1000,0,0
5,MACBOOK,rétroéclairé,Chine,3.2,Non,Oui,32,10.0,WIFI 6 (AX),2.2,3399,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK Pro 16 M1 Max 1To Gris Sideral,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,1000,0,0
5,MICROSOFT,nc,Chine,1.0,Non,Non,4,4.0,WIFI 6 (AX),1.1,1372,INTEL CORE I5,Ordinateur portable MICROSOFT Surface Laptop Go 12' I5/4/64 Platine,Windows,13.3,HD,Oui,ORIGINE,ORIGINE,True,20.6,27.8,1.57,1680,1050,0,0,64
5,APPLE,standard,Chine,2.6,Oui,Non,16,6.0,WIFI 5 (N/AC),2.0,1743,INTEL CORE I7,APPLE MacBook Pro 2019 16' i7 16Go 512SSD Reconditionné,Mac,13.3,Full HD,Oui,AMD_RADEON,AMD,False,30.41,2.39,22.4,3072,1920,512,0,0
4.2,MACBOOK,rétroéclairé,Chine,2.3,Non,Non,8,4.0,NC,1.4,611,INTEL CORE I5,Ordinateur Apple MACBOOK Pro 13p i5 128Go Argent Reconditionné,No OS,13.3,Full HD,Non,NULL,NULL,False,30.41,1.49,21.24,2560,1600,0,0,0
5,HP,rétroéclairé,Chine,2.3,Oui,Oui,16,8.0,WIFI 6 (AX),2.2,1799,INTEL CORE I7,Ordinateur portable HP ENVY 15-ep1005nf,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,35.79,1.84,23.68,1920,1080,512,0,0
5,ACER,rétroéclairé,Chine,3.0,Oui,Non,8,8.0,WIFI 5 (N/AC),1.4,1398,QUALCOMM,PC Hybride ACER Spin SP714-61NA-S1RW avec Stylet et 5G,Windows,13.3,Full HD,Oui,ORIGINE,ORIGINE,True,22.84,32.58,1.59,1920,1080,512,0,0
4.2,ACER,standard,Chine,2.3,Non,Non,1,4.0,WIFI 5 (N/AC),2.7,579,INTEL CORE I7,Ordinateur portable ACER Aspire A317-51G-72DE Noir Reconditionné,Windows,17.3,Full HD,Non,NVIDIA_GEFORCE,NVIDIA,False,28.9,41.95,2.46,1920,1080,0,0,0
5,ASUS,standard,Chine,1.1,Non,Oui,8,2.0,WIFI 6 (AX),1.8,329,INTEL CELERON,Chromebook ASUS CX1500CKA-EJ0075,Chrome,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,1.9,25.0,36.1,1920,1080,0,0,64
5,MACBOOK,rétroéclairé,Chine,3.2,Non,Oui,32,10.0,WIFI 6 (AX),2.2,3669,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK CTO Pro 14 M1 Max 32Go 1To Gris Sideral,Mac,14.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3024,1964,1000,0,0
4,APPLE,rétroéclairé,France,1.7,Non,Non,8,2.0,WIFI 4 (N),1.1,394,INTEL CORE I7,"APPLE Air 11'' 2014 i7 1,7 Ghz 8 Go 256 Go Reconditionné",Mac,11.5,Mini led,Oui,ORIGINE,ORIGINE,False,30.0,1.7,19.2,1366,768,256,0,0
4,HP,standard,Chine,2.0,Non,Non,8,37.0,WIFI 4 (N),2.3,371,INTEL CORE I5,HP ProBook 450 G1 - 8Go - SSD 256Go Reconditionné,Windows,15.6,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,256,0,0
5,MACBOOK,standard,Chine,2.4,Non,Non,4,4.0,WIFI 5 (N/AC),2.0,209,INTEL CORE I5,Ordinateur Apple MACBOOK 95022C Reconditionné,Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1280,800,0,240,0
5.1,LENOVO,rétroéclairé,Chine,2.4,Non,Oui,16,4.0,WIFI 6 (AX),1.6,799,INTEL CORE I5,Ordinateur portable LENOVO Ideapad 3 15ITL6-406,Windows,15.6,Full HD,Oui,INTEL_IRIS,INTEL,False,23.65,35.92,1.99,1920,1080,512,0,0
5,MACBOOK,standard,Chine,2.2,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,686,INTEL CORE I7,MACBOOK MacBook Air 2015 13' i7 8Go 256SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,32.5,1.7,22.7,1440,900,256,0,0
5.2,LENOVO,rétroéclairé,Chine,1.8,Oui,Non,16,14.0,WIFI 6E,1.4,2499,INTEL CORE I7,Ordinateur portable LENOVO Yoga Slim 9 14IAP7,Windows,14.0,4K,Oui,INTEL_IRIS,INTEL,False,31.5,2121.4,1.5,3840,2400,1000,0,0
4,APPLE,rétroéclairé,France,2.6,Non,Non,8,2.0,WIFI 4 (N),1.6,429,INTEL CORE I5,"APPLE Retina 13'' 2014 i5 2,6 Ghz 8 Go 1 To Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,31.4,1.9,21.9,2560,1600,1000,0,0
5,MICROSOFT,standard,Chine,4.2,Oui,Non,8,4.0,WIFI 6 (AX),1.1,769,INTEL CORE I5,Ordinateur portable MICROSOFT Surface Laptop GO 2 i5/8/128 Sable,Windows,13.3,HD,Oui,INTEL_IRIS,INTEL,True,20.6,27.8,1.6,1536,1024,128,0,0
5,HP,standard,Chine,2.3,Non,Oui,8,8.0,WIFI 5 (N/AC),3.8,709,INTEL CORE I5,PC Gamer HP OMEN 17-an143nf Reconditionné,Windows,17.3,Full HD,Non,NULL,NULL,False,30.4,3.3,42.3,1920,1080,0,0,0
5,MACBOOK,rétroéclairé,Chine,2.3,Oui,Non,8,4.0,WIFI 5 (N/AC),1.4,1330,INTEL CORE I5,Ordinateur Apple MACBOOK Pro 13 Touch Bar I5 1.4Ghz 256 Gris Reconditionné,Mac,13.3,Full HD,Non,NULL,NULL,False,30.41,1.56,21.24,2560,1600,0,0,0
4.2,HP,standard,Chine,0.0,Non,Oui,8,4.0,WIFI 5 (N/AC),1.7,499,INTEL CORE I3,Ordinateur portable HP Pack famille 15s-fq2059nf +sleeve +O365,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,35.85,1.79,24.2,1920,1080,512,0,0
5.2,MSI,rétroéclairé,Chine,2.5,Non,Oui,32,14.0,WIFI 6E,2.3,4289,INTEL CORE I9,PC Gamer MSI CREATOR Z16P B12UHT-011FR,Windows,16.0,QHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.9,1.9,25.6,2560,1600,2000,0,0
4.1,MICROSOFT,standard,Chine,2.3,Non,Non,8,4.0,WIFI 5 (N/AC),1.2,885,INTEL CORE I5,Ordinateur portable MICROSOFT Surface Laptop 2 i5 8 256 Platine Reconditionné,Windows,13.3,Full HD,Non,NULL,NULL,True,30.8,1.4,22.3,2256,1504,0,0,0
5,MACBOOK,standard,Chine,1.8,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,825,INTEL CORE I5,MACBOOK MacBook Air 2017 13' i5 8Go 2000SSD Reconditionné,Mac,13.3,HD,Oui,ORIGINE,ORIGINE,False,32.5,1.7,22.7,1440,900,2000,0,0
4.2,APPLE,rétroéclairé,France,2.4,Non,Non,16,2.0,WIFI 4 (N),1.4,929,INTEL CORE I7,"APPLE Retina 13'' 2016 i7 2,4 Ghz 16 Go 256 Go Reconditionné",Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.49,21.24,2560,1600,256,0,0
5,ACER,rétroéclairé,Chine,2.3,Non,Non,1,4.0,WIFI 5 (N/AC),0.89,1169,INTEL CORE I7,Ordinateur portable ACER Swift SF714-52T-71JW Noir Reconditionné,Windows,13.3,Full HD,Non,NULL,NULL,True,19.15,31.79,0.99,1920,1080,0,0,0
5,PACKARD BELL,standard,Chine,1.1,Non,Non,8,4.0,WIFI 5 (N/AC),1.4,399,INTEL PENTIUM,Ordinateur portable PACKARD BELL PB314-35-P53X,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,23.6,32.8,1.99,1920,1080,128,0,0
5,APPLE,standard,Chine,1.6,Non,Non,4,2.0,WIFI 6 (AX),1.8,279,INTEL CORE I5,"Ordinateur APPLE APPLE Air 13"" 2013 i5 1.3Ghz 4GB 256GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,256,0,0
5,MACBOOK,standard,Chine,1.8,Non,Non,4,2.0,WIFI 5 (N/AC),2.0,250,INTEL CORE I5,"Ordinateur Apple MACBOOK Air 13"" 2012 i5 1.8Ghz 4GB 128GB SSD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.0,5.0,20.0,1440,900,128,0,0
5,APPLE,standard,Chine,1.066,Non,Non,4,2.0,WIFI 6 (AX),1.8,649,INTEL CORE I5,"Ordinateur APPLE APPLE Pro 15"" 2010 i5 2.3Ghz 4GB 500GB Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1680,1050,0,320,0
5,MACBOOK,standard,Chine,2.0,Non,Non,8,4.0,WIFI 5 (N/AC),1.4,889,INTEL CORE I5,Ordinateur Apple MACBOOK MacBook Pro Retina 13 i5 2 Ghz 256Go Reconditionné,Mac,13.3,Full HD,Non,NULL,NULL,False,30.41,1.49,21.24,2560,1600,0,0,0
4,HP,standard,Chine,2.0,Non,Non,8,8.0,WIFI 4 (N),1.8,397,INTEL CORE I5,HP EliteBook 840 G1 - 8Go - SSD 256Go Reconditionné,Windows,14.0,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1600,900,256,0,0
5,APPLE,standard,Chine,2.2,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,869,INTEL CORE I7,APPLE MacBook Air 2017 13' i7 8Go 2000SSD Reconditionné,Mac,13.3,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,2000,0,0
4,APPLE,rétroéclairé,France,2.29,Non,Non,8,4.0,WIFI 4 (N),2.0,599,INTEL CORE I7,"APPLE Retina 15'' 2013 i7 2,3 Ghz 8 Go 256 Go Reconditionné",Mac,15.4,Retina,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,256,0,0
4.2,HP,standard,Chine,3.3,Oui,Non,16,4.0,WIFI 5 (N/AC),1.5,849,INTEL CORE I5,Ordinateur portable HP Pack Lifestyle 14-dy0026nf,Windows,14.0,Full HD,Oui,NULL,NULL,False,20.9,32.2,1.99,1920,1080,512,0,0
5,DELL,rétroéclairé,Chine,4.7,Oui,Oui,16,14.0,WIFI 5 (N/AC),2.1,1899,INTEL CORE I7,PC Hybride DELL Inspiron 16 OLED,Windows,13.3,UHD,Oui,NVIDIA_GEFORCE,NVIDIA,True,36.67,1.59,25.18,3840,2400,512,0,0
5,MACBOOK,rétroéclairé,Chine,3.3,Non,Non,16,10.0,WIFI 6 (AX),2.1,2979,PUCE APPLE M1 PRO,Ordinateur Apple MACBOOK Pro 16 M1 Pro 1To Gris Sideral,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,1000,0,0
4.2,ACER,rétroéclairé,Chine,2.3,Non,Non,1,4.0,WIFI 5 (N/AC),1.8,559,INTEL CORE I7,Chromebook ACER CB715-1WT-30WV Reconditionné,Chrome,13.3,Full HD,Non,NULL,NULL,True,24.8,36.63,1.79,1920,1080,0,0,0
4,LENOVO,standard,Taïwan,2.4,Non,Oui,16,2.0,WIFI 5 (N/AC),1.8,429,INTEL CORE I7,Ordinateur portable reconditionné LENOVO ThinkPad T560 - 16Go - SSD 256Go Reconditionné,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,25.8,2.39,38.0,1920,1080,256,0,0
5,MACBOOK,rétroéclairé,Chine,2.9,Non,Oui,8,2.0,WIFI 4 (N),1.6,679,INTEL CORE I7,"Ordinateur Apple MACBOOK MacBook Pro Retina 13 i7 2,9 Ghz 128Go Reconditionné",No OS,13.3,Retina,Oui,NULL,NULL,False,31.4,1.9,21.9,2560,1600,128,0,0
5,MACBOOK,rétroéclairé,Chine,2.5,Non,Oui,8,2.0,WIFI 4 (N),1.6,339,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro Retina 13 i5 2,5 Ghz 128Go Reconditionné",No OS,13.3,Retina,Oui,NULL,NULL,False,31.4,1.9,21.9,2560,1600,128,0,0
5,MACBOOK,standard,Chine,2.29,Non,Non,8,2.0,WIFI 5 (N/AC),1.4,793,INTEL CORE I5,MACBOOK MacBook Pro 2017 13' i5 8Go 256SSD Reconditionné,Mac,13.3,Full HD,Oui,ORIGINE,ORIGINE,False,30.4,1.5,21.2,2560,1600,256,0,0
4.2,HP,standard,Chine,2.0,Non,Non,8,8.0,WIFI 5 (N/AC),1.9,561,INTEL CORE I5,HP EliteBook 850 G4 - 8Go - SSD 512Go Reconditionné,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1920,1080,512,0,0
4,LENOVO,standard,Taïwan,1.6,Non,Oui,8,4.0,WIFI 5 (N/AC),5.0,469,INTEL CORE I5,Ordinateur portable reconditionné LENOVO ThinkPad T580 - 8Go - SSD 256Go - Tactil Reconditionné,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,25.3,2.39,36.3,1920,1080,256,0,0
5.2,RAZER,rétroéclairé,Chine,1.8,Non,Oui,32,24.0,WIFI 6E,2.5,4899,INTEL CORE I9,PC Gamer RAZER Blade 17 UHD 144 Hz RTX 3070 Ti i9 12900,Windows,17.3,UHD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.5,26.0,1.99,3840,2160,1000,0,0
5,APPLE,standard,Chine,1.6,Non,Non,12,2.0,WIFI 6 (AX),1.8,370,INTEL CORE I5,"Ordinateur APPLE APPLE Pro 13"" 2012 i5 2.5Ghz 16GB 500GB HDD Reconditionné",Mac,13.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,0,500,0
5,MACBOOK,rétroéclairé,Chine,3.0,Non,Oui,8,2.0,WIFI 5 (N/AC),1.6,629,INTEL CORE I7,Ordinateur Apple MACBOOK MacBook Pro Retina 13 i7 3 Ghz 128Go Reconditionné,No OS,13.3,Retina,Oui,NULL,NULL,False,31.4,1.9,21.9,2560,1600,128,0,0
5,APPLE,standard,Chine,1.066,Non,Non,4,2.0,WIFI 6 (AX),1.8,569,INTEL CORE I7,"Ordinateur APPLE APPLE Pro 15"" 2011 i7 2.4Ghz 4GB 500GB Reconditionné",Mac,15.0,Full HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1440,900,0,500,0
5.2,ASUS,rétroéclairé,Chine,3.2,Non,Oui,16,8.0,WIFI 6 (AX),2.5,1499,AMD RYZEN 7,Portable ASUS UM6702RA-M2018W,Windows,17.3,Full HD,Oui,ORIGINE,ORIGINE,False,2.0,25.9,39.5,1920,1080,1000,0,0
4.2,MACBOOK,rétroéclairé,Chine,2.3,Non,Non,8,4.0,WIFI 5 (N/AC),1.8,979,INTEL CORE I5,Ordinateur Apple MACBOOK Pro 15'' i7 256Go Gris Sideral Touch Bar Reconditionné,Mac,15.4,Full HD,Non,AMD_RADEON,AMD,False,34.93,1.55,24.07,2880,1800,0,0,0
4,LENOVO,standard,Taïwan,2.4,Non,Oui,8,2.0,WIFI 5 (N/AC),5.0,289,INTEL CORE I5,Ordinateur portable reconditionné LENOVO ThinkPad L560 - 8Go - SSD 256Go Reconditionné,Windows,15.6,HD,Oui,ORIGINE,ORIGINE,False,25.5,2.39,37.8,1366,768,256,0,0
4,HP,standard,Chine,2.0,Non,Non,8,15.0,WIFI 5 (N/AC),1.9,391,INTEL CORE I5,HP EliteBook 850 G3 - 8Go - SSD 128Go Reconditionné,Windows,15.6,HD,Oui,ORIGINE,ORIGINE,False,30.41,2.39,22.4,1366,768,128,0,0
5,MACBOOK,nc,Irlande,3.1,Non,Oui,32,8.0,WIFI 6 (AX),1.6,2959,PUCE APPLE M1,Ordinateur Apple MACBOOK CTO Pro 14 M1 32Go 1To Argent 96w,Mac,14.0,Retina,Oui,ORIGINE,ORIGINE,False,31.26,1.55,22.12,3024,1964,1000,0,0
5,MACBOOK,rétroéclairé,Chine,3.2,Non,Non,64,10.0,WIFI 6 (AX),2.1,4999,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK CTO Pro 16 M1 Max 64Go 4To gris sid,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,4000,0,0
5.1,ASUS,rétroéclairé,Chine,3.2,Non,Non,16,8.0,WIFI 6 (AX),2.3,1099,AMD RYZEN 7,PC Gamer ASUS TUF506IE-HN029W,Windows,15.6,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,2.5,25.6,35.9,1920,1080,512,0,0
5,MACBOOK,rétroéclairé,Irlande,3.2,Non,Oui,64,10.0,WIFI 6 (AX),2.2,5758,PUCE APPLE M1 MAX,Ordinateur Apple MACBOOK CTO Pro 16 M1 Max 64Go 4To SSD gris sid,Mac,16.0,Retina,Oui,ORIGINE,ORIGINE,False,35.57,1.68,24.81,3456,2234,4000,0,0
5,ACER,standard,Taïwan,2.4,Non,Non,8,4.0,WIFI 6 (AX),5.0,693,INTEL CORE I5,Ordinateur portable reconditionné ACER Aspire 5 A515-56-58F6,Windows,15.6,Full HD,Oui,ORIGINE,ORIGINE,False,23.6,2.39,36.3,1920,1080,512,0,0
5,MACBOOK,rétroéclairé,Irlande,3.1,Oui,Non,16,8.0,WIFI 6 (AX),1.3,1399,PUCE APPLE M1,Ordinateur Apple MACBOOK CTO Air New M1 16 512 Gris Sideral,Mac,13.3,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.61,21.24,2560,1600,512,0,0
5,ORDISSIMO,standard,Chine,1.1,Non,Oui,4,2.0,WIFI 5 (N/AC),1.5,449,INTEL CELERON,Ordinateur portable ORDISSIMO Agathe 3,Linux,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,22.0,33.2,1.37,1920,1080,0,0,64
5,HP,rétroéclairé,Chine,0.0,Non,Non,16,8.0,WIFI 6 (AX),2.8,1599,INTEL CORE I7,PC Gamer HP OMEN 17-ck0053nf,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,39.71,2.7,26.2,1920,1080,1000,0,0
5,LENOVO,standard,Chine,2.8,Non,Oui,16,4.0,WIFI 6 (AX),1.8,1049,INTEL CORE I7,Ordinateur portable LENOVO Flex 5 15IIL05-807 Active Pen,Windows,13.3,Full HD,Oui,ORIGINE,ORIGINE,True,23.79,35.76,1.79,1920,1080,1000,0,0
5,APPLE,rétroéclairé,France,2.9,Oui,Non,32,6.0,WIFI 4 (N),1.8,1629,INTEL CORE I7,"APPLE TouchBar 15'' 2018 i9 2,9Ghz 32Go 256 Go Reconditionné",Mac,15.4,Retina,Oui,ORIGINE,ORIGINE,False,34.93,1.55,24.07,2880,1800,256,0,0
4,APPLE,rétroéclairé,France,2.8,Non,Non,16,4.0,WIFI 4 (N),2.0,699,INTEL CORE I7,"APPLE Retina 15'' 2014 i7 2,8 Ghz 16 Go 1 To Reconditionné",Mac,15.4,Retina,Oui,NVIDIA_GEFORCE,NVIDIA,False,35.89,1.8,24.71,2880,1800,1000,0,0
5,ASUS,rétroéclairé,Chine,3.0,Non,Non,16,8.0,WIFI 6 (AX),1.5,1099,AMD RYZEN 7,Ordinateur portable ASUS Vivobook S1603QA-MB119W Gris,Windows,16.0,WUXGA,Oui,ORIGINE,ORIGINE,False,2.0,22.8,35.7,1920,1200,1000,0,0
4.1,ASUS,standard,Chine,1.2,Non,Non,8,2.0,WIFI 5 (N/AC),1.6,529,INTEL CORE I3,Ordinateur portable ASUS Pack R415JA-EK143T Numpad+Sacoche+Souris,Windows,14.0,Full HD,Oui,ORIGINE,ORIGINE,False,2.0,21.6,32.5,1920,1080,512,0,0
5.2,HP,rétroéclairé,Chine,4.7,Oui,Oui,16,10.0,WIFI 6E,1.4,1999,INTEL CORE I7,PC Hybride HP 14-ef0023nf,Windows,13.5,3K,Oui,ORIGINE,ORIGINE,False,29.8,1.69,22.04,3000,2000,1000,0,0
5.2,HP,rétroéclairé,Chine,2.3,Oui,Non,16,6.0,WIFI 6E,1.0,999,AMD RYZEN 5,Ordinateur portable HP 13-be1051nf,Windows,13.3,WUXGA,Oui,ORIGINE,ORIGINE,False,29.76,1.69,20.9,1920,1200,512,0,0
5,MACBOOK,standard,Chine,2.3,Non,Non,8,4.0,WIFI 4 (N),1.8,734,INTEL CORE I5,"Ordinateur Apple MACBOOK MacBook Pro 15"" i7 2,6 GHz 750 Go Reconditionné",Mac,15.4,Full HD,Non,NULL,NULL,False,30.41,2.39,22.4,1680,1050,0,0,0
4,LENOVO,standard,Taïwan,1.9,Non,Oui,4,2.0,WIFI 4 (N),5.0,279,INTEL CORE I5,Ordinateur portable reconditionné LENOVO ThinkPad T440 - 4Go - SSD 256Go Reconditionné,Windows,14.0,HD+,Oui,ORIGINE,ORIGINE,False,23.2,2.39,33.8,1600,900,256,0,0
5,MACBOOK,rétroéclairé,Chine,0.0,Oui,Non,8,8.0,WIFI 6 (AX),1.2,1849,PUCE APPLE M2,Ordinateur Apple MACBOOK AIR M2 8 512 Lumiere Stellaire,Mac,13.6,Retina,Oui,ORIGINE,ORIGINE,False,30.41,1.13,21.5,2560,1664,512,0,0
5,ACER,rétroéclairé,Chine,2.5,Non,Non,8,4.0,WIFI 6 (AX),2.7,949,INTEL CORE I5,PC Gamer ACER Pack Nitro 5 AN517-52-54PM+Sac a Dos,Windows,17.3,Full HD,Oui,NVIDIA_GEFORCE,NVIDIA,False,28.0,34.3,2.49,1920,1080,512,0,0
5,LENOVO,standard,Chine,2.1,Non,Oui,8,6.0,WIFI 5 (N/AC),1.4,599,AMD RYZEN 5,LENOVO Ordinateur portable 14'' FullHD Ryzen5 8,Windows,14.0,Full HD,Oui,AMD_RADEON,AMD,False,32.5,2.0,21.6,1920,1080,256,0,0
